"TALLER","CODIGO INTERNO","NOMBRE DE PRODUCTO","1 TAB","2 TIPO","3 ZONA","AREA","SUBAREA","LINK DE MANUAL","LINK DE VIDEO"
"Cocina y Repostería","KEFF-07","Manual de uso por cada equipo de refrigeracion y preparacion","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","KEFF-08","Manual de mantenimiento por cada equipo de refrigeración y preparación","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","KEFF-09","Manual pedagógico para desarrollar habilidades tecnica para realizar refrigeración y preparación utilizando los equipos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MOB-136-X","Mesa de trabajo tipo isla (110 cm x 60 mm x 90 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","","Ducha con Poza Prelavado","Bien","","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MOB-135","Mesa de Trabajo Mural","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MOB-104","Anaqueles con repisa","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-138-X","Contenedor de basura 50 lt","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MOB-154-X","Mueble bajo de acero inoxidable","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MOB-136-X","Mesa de trabajo tipo isla (110 cmx 60 cm x 90 cm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MOB-122","Mesa baja tipo isla (110 cm x 60 cm x 50 cm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","","Lavamanos de cemento pulido","Bien","","ZONA DE INNOVACIÓN","","","",""
"Cocina y Repostería","KEFF-13","Manual de uso por cada mueble de Cocina","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","KEFF-14","Manual de mantenimiento por cada mueble de Cocina","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MAT-202","Juego de Cuchillos","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-401","Pelador de Papas manual","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-200","Juego de Cucharones, espátulas y espumaderas","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-212","Juego de pinzas de cocina","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-101","Ablandador de carne","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","COM-282","Rejillas Escurridoras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-205","Juego de Ollas para cocina de Inducción","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-215","Juego de sartenes para cocina de inducción","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-193","Juego de cacerolas para cocina de inducción","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-197","Juego de coladores y escurridores","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-219","Juegos de bandejas de acero","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-203","Juego de fuentes de vidrio refractário","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-217","Juego de tazones (bowl) de acero inoxidable","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-216","Juego de tablas picadoras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-454","Juego de Tazas Medidoras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-142-X","Juego de cucharas medidoras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-475","Juego de Vajillas para Entrada, Fondo","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-156","Espatula de silicona","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","MAT-125-X","Brocha de silicona","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","COM-179","Juego de boquillas decorativas","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","COM-238-X","Juego de Moldes de cake","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","COM-236-Y","Molde con cono","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","COM-285-X","Rodillo acero, madera, silicona","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","MAT-137","Colador tipo embudo","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","COM-105","Bailarina Metálica","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","MAT-198-X","Juego de Cortadores","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","MAT-514","Wok doble asa","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-515","Wok Mango largo","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-516","Wok Mango largo con tapa","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-517","Wok Sarten paellera","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-397","Olla para sopas y reserva","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-144","Cuchillo carnicero","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-145","Cuchillo corte de huesos y verduras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-396","Olla para pastas","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-218","Juego de vajillas","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","COM-291","Soplete de cocina mini","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","COM-296","Termómetro cocina","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-141","Cuchara perforada","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","COM-288","Sifon","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-395","Olla de barro","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","COM-241","Mortero","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","COM-117","Batan","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-199","Juego de cucharones de madera","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","","Rotafolio de laminas los utencilios y vajillas de cocina, relacionadas con QR a informacion digital","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MAT-423","Rotafolio con laminas de la gastronomia peruana e internacional relacionadas con codigo QR a informacion digital","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MAT-485","Videos Tutoriales de gastronomia peruana e internacional","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","KEFF-15","Manual de uso por cada equipo de colocación de accesorios","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","KEFF-17","Manual de mantenimiento por cada equipo de colocación de accesorios","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","KEFF-18","Manual pedagógico para desarrollar habilidades tecnica para realizar la colocación de accesorios utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Cocina y Repostería","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80 m.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-165","Funda protecctora impermeable","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MOB-101","Anaquel de metal (1.00 m X 0.40 mX 1.80 m)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-138-X","Contenedor de basura 50 lt","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","COM-227","Mesa de apoyo para los equipos moviles","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-154-X","Escobillon","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-187","Indumentaria","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-188-X","Jalador","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-150-X","Dispensador de alcohol en gel","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-178-X","Par de guantes Multiuso Antibacterial","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-153","Escobilla","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-169","Gorros protectores para el cabello","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-161","Extintor CO2","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-162","Extintor K","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-163-X","Extintor PQS","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","REPOSTERÍA","","",""
"Cocina y Repostería","MAT-123-X","Botiquín","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","TRANSFORMACIÓN DE ALIMENTOS","","",""
"Cocina y Repostería","MAT-164-Y-1","Juego de fichas para el aprendizaje de la señalética y símbolos de seguridad para el taller","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","MAT-177-Y","Guantes de Silicona Resistentes al Calor con Forro Interior de Algodón,Manoplas para Ollas y Hornos","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","CAPA-COCI","Taller de Capacitación presencial","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Cocina y Repostería","USB-COCI","USB con material para la capacitación","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","TEC-107-X","Equipo de grabación para reportero","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","TEC-103","Cámara fotográfica","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","TEC-102-X","Cámara Filmadora con trípode","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","TEC-117","Tablet","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-01","Manual de uso por cada equipo de Identificación de necesidades y problemas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-02","Manual de mantenimiento por cada equipo de Identificación de necesidades y problemas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","","Manual pedagógico para identificar necesidades y problemas utilizando el equipo de Identificación de necesidades y problemas","Manual","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","TEC-104","COMPUTADORA DE ESCRITORIO - TODO EN UNO","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MOB-126","Mesa de Computadora para estudiante (1000 mm x 600 mm x 760 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MOB-140","Mesa Discapacitado","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MOB-169","Silla para Estudiante","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","TEC-111-X","Impresora Multifuncional","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","TEC-114","Pizarra (pantalla) táctil interactiva multi- touch","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","","Cámara de Documentos","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","TEC-108","Equipo de sonido","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MOB-114-X","Escritorio para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MOB-168","Silla para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80m.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-204","Lienzo magnético para aplicar metodologías de diseño","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MAT-481","Videos didácticos cortos de la metodología y técnicas relacionadas con la creación de propuestas de valor","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-233","Juego de Modelos muebles a escala para dibujar proyecciones (isométricas, ortogonales y cortes)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-242","Muestrario de especies madereras","Bien","HERRAMIENTAS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-243","Muestrario de tableros prefabricados","Bien","HERRAMIENTAS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-244","Muestrario de tapacantos","Bien","HERRAMIENTAS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","ESP-187-X","Impresora 3D","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MOB-152","Mueble bajo (1000 mm x 600 mm x 900 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-206","Lienzo magnético para diseñar modelos de negocios","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-205","Lienzo magnético para diseñar flujogramas de la producción (DOP y DAP)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-04","Manual de uso por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-05","Manual de mantenimiento por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-06","Manual pedagógico para diseñar la propuesta de valor utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-30","Manual de uso por cada equipo de construcción de estructuras de madera","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-31","Manual de mantenimiento por cada equipo de construcción de estructuras de madera","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","","Manual pedagógico para desarrollar hhabilidades tecnica para realizar construcciones de estructuras de madera utilizando equipos","Manual","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-33","Manual de uso por cada equipo de construcción con tableros prefabricados","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","","Manual de mantenimiento por cada equipo de construcción con tableros prefabricados","Manual","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","","Manual pedagógico para desarrollar habilidades tecnicas para realizar construcción con tableros prefabricados utilizando equipos.","Manual","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-36","Manual de uso por cada equipo de acabados de superficies","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-37","Manual de mantenimiento por cada equipo de acabados de superficies","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-38","Manual pedagógico para desarrollar habilidades tecnica para realizar acabados de superficies utilizando equipos.","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-39","Manual de uso por cada equipo de colocación de accesorios","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","KEFF-40","Manual de mantenimiento por cada equipo de colocación de accesorios","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","","Manual pedagógico para desarrollar habilidades tecnica para realizar la colocación de accesorios utilizando equipos.","Manual","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Ebanistería","COM-226","Medidor de Humedad","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MOB-117","Estante metalico para almacenamiento de madera","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MOB-118","Estante movil metalico para almacenamiento de tableros","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80m.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80m.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-223","Maqueta en alto relieve de la anatomía del tronco de árbol(","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-153","Distanciómetro laser de 20 M","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-126-W","Calibrador digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-306","Wincha Digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-214","Juego de Reglas metálicas de 30 cm, 60 cm y 100 cm","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-163-X","Escuadra de Tope","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-161-X","Escuadra de combinación","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-162","Escuadra de plancha","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-246","Nivel de nivelación y medición de ángulos digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-173","Gramil digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-171","Falsa escuadra","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-303","Transportador de angulos","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80m.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-248-Y","Panel interactivo (magnetico)","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-347","Sierra Circular","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","COM-147","Disco de sierra circular","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-349","Sierra radial","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","COM-148","Disco de sierra radial","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-138","Cortadora láser CO2 (Area de trabajo minimo: 1300 x 900 mm)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","ESP-139-Y","Cortadora láser CO2 (Area de trabajo minimo: 600 x 400 mm )","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","ESP-155","Equipo de aspiración","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","ESP-242","Máquina garlopa","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","ESP-325","Regruesadora (de mesa)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","HER-138","Juego de Cepillos","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
